Time,Year,quarter,Country,real_con_raw,real_inv_raw,real_exp_raw,real_imp_raw,real_gdp_raw,real_gdp_2016,tot_emp_raw,pop_quarterly,lab_prod,ConGDP,InvGDP,ExpGDP,ImpGDP,LPG,EmpSha,gdp,ID
1995,1995,Q1,Japan,247138245562446,127238117913120,35327815841356.8,47129469017496.7,430430541806757,0.8258497323183972,64580000,97684085.94476968,0.984638667023483,0.5741652172846958,0.295606620708258,0.08207553231019865,0.10949378457129934,0.00882185734338481,0.6611107569406276,-17.41502676816028,12
1995,1995,Q1,Korea,367509200000000,264939600000000,117157600000000,191344000000000,610630400000000,0.4068076463238771,20274824.1103442,33450942.84287753,0.9784593228617073,0.6018521187284485,0.43387882424458396,0.1918633595706994,0.3133548542620872,0.008393679024491013,0.6061062076957623,-59.319235367612286,13
1995,1995,Q1,Luxembourg,8896088000,3857764000,25521340000,19937364000,22701788000,0.4836358610200523,166508.883351541,308510.4626917155,0.9972545864989203,0.3918672837575613,0.169932165695495,1.124199556440224,0.8782287985422117,-5.289208289256638e-4,0.5397187566955483,-51.63641389799477,14
1995,1995,Q1,Netherlands,229848357041.436,89227313039.5725,215275319077.013,187488479682.432,464913844408.812,0.6646164729755634,6740055.02177918,11719550.307512974,0.9958573861432196,0.49438914286089486,0.19192225422547832,0.4630434685178256,0.4032757508455008,0.00116636103899232,0.5751120857818561,-33.53835270244366,15
1995,1995,Q1,New Zealand,70383185785.3878,23851543885.7913,33530956066.548,28663671212.37,125536654229.651,0.5380312393626442,1662000,2636322.7909279475,0.9953065844823659,0.5606584484610528,0.1899966510351501,0.26710092181689027,0.22832909948304017,0.0022259302332990746,0.6304235603163754,-46.19687606373558,16
1995,1995,Q1,Norway,705738779686.604,359851234412.893,767676408603.707,438287660938.665,1982370491437.19,0.6356450434914818,2051481.79572513,3184636.058661147,0.9870465844622841,0.35600750855353663,0.18152572184022275,0.3872517331748379,0.22109270836699793,-0.012853657006772531,0.6441809230118413,-36.43549565085182,17
1995,1995,Q1,Portugal,86637336000,28694760000,29851680000,37050152000,134684380000,0.7761787000785016,4624144.4869448,7608990.184771668,0.9854300458336526,0.6432619432186568,0.21305187728525016,0.22164173751997077,0.27508870739131,0.022290150245214333,0.6077211791124899,-22.382129992149835,18
1995,1995,Q1,Slovak Republic,19389132580,8318629032,16098260424,16423859856,34500114356,0.4397334798743056,2119173.25869425,3912831.29013242,0.9924343429714487,0.5620019800493209,0.2411188828582328,0.46661469750172907,0.47605233091477234,0.010690995584214298,0.5415958679431159,-56.02665201256944,19
1995,1995,Q1,Spain,414052000000,155280000000,133540000000,128012000000,703880000000,0.6402913822463504,12545025.6792962,30387771.4768296,0.9985013522376066,0.5882423140308007,0.22060578507700176,0.18971983860885377,0.1818662271978178,1.1257472079961547e-4,0.4128313814937587,-35.97086177536496,20
1995,1995,Q1,Sweden,1190016000000,515020000000,762744000000,694172000000,2652940000000,0.5955143043391594,4056810.64595479,6425965.092669605,0.9954623447859519,0.4485649882771567,0.19413179340656028,0.28750895233212964,0.2616614020671406,0.00959503122759532,0.6313153880313762,-40.44856956608406,21
1995,1995,Q1,Switzerland,259439201739.246,106431282832.919,196234207844.514,178622360417.703,451150978000.5,0.673148796648589,3728546.39817718,5308438.979391018,0.991651761055149,0.5750607100290016,0.2359105665793349,0.43496349872546775,0.39592590757390544,-0.007216049392654052,0.702380947139552,-32.68512033514111,22
1995,1995,Q1,United Kingdom,778116000000,220328000000,260320000000,224120000000,1249632000000,0.6374125467488508,25670000,42610091.046007276,0.9974659962689761,0.6226761158485058,0.17631430693196076,0.20831732862154617,0.17934880028680444,4.818553977247009e-4,0.6024394543603158,-36.258745325114916,23
1995,1995,Q1,United States,6822519000000,1984521286644.95,944760000000,1102003000000,10543644000000,0.599993512749439,124848666.666667,191253480.96408626,0.9923270535441313,0.6470741045505709,0.1882196787604883,0.08960469454393566,0.10451822918148602,3.4029684091181275e-4,0.652791604300845,-40.000648725056095,24
1995.25,1995,Q2,Australia,471997642193.923,167656693872.671,123705554990.499,96850173633.9697,853225766607.907,0.5102605536622995,8188264.72371141,13181357.244721,0.9895577478639316,0.5531919694249291,0.19649745757117562,0.14498572339452903,0.11351060577906388,-0.009360185675379074,0.6212004250920918,-48.97394463377005,1
1995.25,1995,Q2,Austria,121839770605.699,55476703931.0534,67499982604.7733,75060834545.5577,218069240747.949,0.6879446315422636,3726231.723,6044965.82415466,0.9960135432403656,0.5587205705298213,0.2543994913761132,0.30953463392295577,0.3442064286008831,0.009785962570223662,0.6164189891877649,-31.20553684577364,2
1995.25,1995,Q2,Belgium,162192000000,62248000000,146740000000,145880000000,292452000000,0.6910752769480888,3932000,7672119.51894332,0.9961652510436237,0.5545935743301464,0.21284860421539262,0.5017575533762806,0.49881689986732863,0.0018990669093952729,0.5125050503047369,-30.89247230519112,3
1995.25,1995,Q2,Canada,560093444212.397,189039000000,328018000000,259369000000,1085028000000,0.6059457661818947,13270966.6666667,21774464.0842499,1.0003754728146914,0.5162018346184587,0.17422499695860383,0.30231293570304174,0.23904360071813816,5.762177409977691e-4,0.6094738596237588,-39.405423381810536,4
1995.25,1995,Q2,Finland,64840000000,25064000000,33712000000,30860000000,123840000000,0.6518924040637996,2065462.88729604,3831979.02161524,1.0041141679604644,0.523578811369509,0.20239018087855298,0.2722222222222222,0.2491925064599483,0.015648158439400393,0.5390068358008429,-34.81075959362004,5
1995.25,1995,Q2,France,850736000000,329800000000,303324000000,287584000000,1579480000000,0.7199731607746179,23348183.2285258,43986245.991150096,1.0022999419527805,0.5386177729379289,0.20880289715602604,0.19204041836553803,0.1820751133284372,6.213074254884848e-4,0.5308064532995924,-28.002683922538207,6
1995.25,1995,Q2,Germany,1280856000000,462700000000,430856000000,437360000000,2146816332214.26,0.7514336027452928,35793333.3333333,63908727.441251,0.999737843459847,0.5966304526288493,0.21552845162248416,0.20069532429707593,0.203724926737864,0.00974253195650193,0.5600695674348519,-24.85663972547072,7
1995.25,1995,Q2,Hungary,8425484000000,3001776000000,3750028000000,3992396000000,15780736000000,0.6338238076093065,3615569.35205397,8008877.324244025,1.0005598097037929,0.5339094450347563,0.19021774396327268,0.23763327642006052,0.2529917489272997,9.428274637768861e-4,0.4514452158118493,-36.617619239069356,8
1995.25,1995,Q2,Iceland,360179056368.523,101328896994.246,196462469780.31,179802304104.083,667244579667.8,0.5011960443641539,142031.830374084,188786.849338509,0.9966760347593177,0.5398006478341791,0.1518617012141102,0.29443846494507675,0.26946986095203784,-0.0066024758039341875,0.7523396405615641,-49.880395563584614,9
1995.25,1995,Q2,Ireland,42061168860,15961195360,48834187612,42450547884,86015100936,0.3216294158494048,1335917.17310674,2540797.840295395,0.990415359594431,0.48899749465266384,0.1855627115042975,0.5677397001293452,0.4935243628393293,0.004124221261709655,0.5257864879763222,-67.83705841505952,10
1995.25,1995,Q2,Italy,821382701754.443,261310710875.178,312313324257.861,267736743964.409,1411560000000,0.9005270873923911,20738474,44721699.07583395,1.0009435332919054,0.5818971221587768,0.18512192954970247,0.22125401984886298,0.1896743630907712,0.004213181609785256,0.4637228555389648,-9.947291260760894,11
1995.25,1995,Q2,Japan,250189758682957,130724199492601,35877583726006,48479116575467.5,435757694799433,0.836070726057721,64540000,97807820.52472284,0.997442688807632,0.5741488025773412,0.2999928654220774,0.08233379273433013,0.11125246244425144,0.012919953921655042,0.6598654346222371,-16.392927394227897,12
1995.25,1995,Q2,Korea,375811600000000,268129600000000,124579200000000,202589200000000,623072800000000,0.41509688881593154,20310904.5779062,33582115.25498715,0.996623161816821,0.6031584110235594,0.43033430443440956,0.1999432490071786,0.3251453120726824,0.018393511353786196,0.6048131400802665,-58.490311118406844,13
1995.25,1995,Q2,Luxembourg,8848036000,3715136000,25179564000,19357368000,22661336000,0.482774077012115,167523.964017618,309467.771840122,0.9894456789494183,0.390446353207066,0.1639416140337004,1.1111244279684127,0.8542024177215324,-0.007861223859873744,0.5413292732277294,-51.722592298788506,14
1995.25,1995,Q2,Netherlands,231781551801.138,91007962294.6668,227090326890.736,194698428959.058,468561326695.162,0.6698307225436255,6773751.80771583,11731344.603761349,0.9986775162199484,0.494666415250124,0.1942284971245077,0.4846544389235885,0.41552389808244994,0.0028278592194290243,0.5774062595982394,-33.016927745637446,15
1995.25,1995,Q2,New Zealand,70448524896.241,25188894022.0107,33911162917.7955,28319947178.3255,128395468870.52,0.5502836894042156,1678000,2646631.333988145,1.0082659197875754,0.5486838867132031,0.1961821101912277,0.26411495059839774,0.22056811994576428,0.01293640834712066,0.6340135017866135,-44.97163105957844,16
1995.25,1995,Q2,Norway,720082688040.71,360794983694.743,762105227024.307,446837569299.432,1999248738392.29,0.6410570358845165,2053232.42035142,3186940.2416486247,0.9946017308417373,0.36017663746021394,0.18046528016562802,0.38119580239783435,0.2235027391632917,0.00762515016170065,0.6442644871462258,-35.89429641154835,17
1995.25,1995,Q2,Portugal,88581744000,30172328000,29095204000,37778084000,136367480000,0.7858783131301572,4621694.90215954,7623334.963883305,0.9982734174944291,0.6495811464727514,0.22125750215520593,0.2133588154595216,0.2770314740728508,0.01294906356776205,0.6062563069910366,-21.41216868698428,18
1995.25,1995,Q2,Slovak Republic,19807791492,8506739152,15145007932,15898310412,35051481656,0.4467611279283398,2139141.76501299,3923094.86193738,0.9988827853942075,0.5651056833031013,0.24269271226495626,0.4320789654667145,0.4535702817937392,0.006476582631147148,0.54526893697304,-55.323887207166024,19
1995.25,1995,Q2,Spain,420976000000,156336000000,134104000000,129660000000,708720000000,0.6446941359686786,12625612.0081542,30465630.1129167,0.9989501955037163,0.5939948075403545,0.22058923129021335,0.18922000225759114,0.18294954283779208,4.4941593118672673e-4,0.4144214960057971,-35.53058640313213,20
1995.25,1995,Q2,Sweden,1199436000000,517756000000,778532000000,703908000000,2667008000000,0.598672195295398,4091462.30929969,6429994.39127806,0.9922655409922788,0.44973093444039164,0.19413365089268575,0.2919121352466884,0.2639317167402572,-0.0032165434441636556,0.6363088457510224,-40.132780470460204,21
1995.25,1995,Q2,Switzerland,259966373071.995,105339960253.186,195561481971.746,185501359342.207,452334108909.916,0.6749141106715817,3725348.77928247,5315956.447573515,0.9951057476167823,0.5747220206287124,0.23288086876102645,0.43233857036125656,0.4100981015763953,0.0034770121933216324,0.7007861738564313,-32.50858893284183,22
1995.25,1995,Q2,United Kingdom,782572000000,220696000000,257072000000,232216000000,1254140000000,0.6397119883130423,25770000,42628861.219577044,0.9971797057418489,0.6239909420000956,0.17597397419745803,0.20497871051078828,0.18515955156521602,-2.8705902888375134e-4,0.6045200191312003,-36.028801168695765,23
1995.25,1995,Q2,United States,6882330000000,1982606720654.13,958011000000,1112469000000,10575100000000,0.6017835386586073,124629333.333333,191803631.85939652,0.9970391627587952,0.6508051933315051,0.18747876811133038,0.09059120008321435,0.105197019413528,0.0047373057695461384,0.6497756696530842,-39.821646134139264,24
1995.5,1995,Q3,Australia,473289877193.712,166786860787.646,129982184999.986,97141201015.2316,872747315294.344,0.5219351615221726,8222506.28773716,13218674.6485639,1.0079833613637699,0.5422988634850049,0.19110555582906058,0.1489344999659472,0.11130506999321976,0.018448817921048532,0.6220371184209809,-47.806483847782744,1
1995.5,1995,Q3,Austria,122540888158.499,55876538793.2615,68554539946.8765,75632242432.6594,219629784292.629,0.6928676896964918,3725843.662,6046665.02661423,1.0032456801451826,0.5579429427259679,0.254412392077083,0.3121368086194367,0.3443624127585945,0.007234848153945488,0.6161815886279133,-30.71323103035082,2
1995.5,1995,Q3,Belgium,163512000000,62984000000,144528000000,145452000000,294628000000,0.6962172482891603,3933100,7677743.51579982,1.0032965776154132,0.5549778025170724,0.21377465821306868,0.49054400803725373,0.493680166175652,0.007133276273174616,0.5122729082973637,-30.378275171083967,3
1995.5,1995,Q3,Canada,566200759361.922,188585000000,328266000000,258062000000,1086446000000,0.6067376638070674,13303200,21834834.91308355,0.9992557888168198,0.5211494720970228,0.17357972692614268,0.3021466322302259,0.2375286024339912,-0.0011198905882072608,0.6092649682470762,-39.32623361929326,4
1995.5,1995,Q3,Finland,65156000000,24880000000,31460000000,30932000000,124228000000,0.6539348318155498,2073252.59849542,3836562.308132245,1.003475613078648,0.5244872331519465,0.200276910197379,0.2532440351611553,0.24899378561998906,-6.361408185888212e-4,0.5403933083794337,-34.60651681844502,5
1995.5,1995,Q3,France,841896000000,329992000000,299892000000,289416000000,1581420000000,0.7208574694913493,23457568.7360108,44055183.561111495,0.9988514315115836,0.532367113100884,0.20866815899634505,0.189634632166028,0.18301020601737678,-0.003446529733370155,0.532458767388211,-27.914253050865067,6
1995.5,1995,Q3,Germany,1280424000000,457836000000,434344000000,441568000000,2154040326602.2,0.7539621619180947,35740000,63965213.408301756,1.0045988292856631,0.5944289826828595,0.21254755277594736,0.2016415359712126,0.20499523362987954,0.004850477888604053,0.5587411984677514,-24.603783808190528,7
1995.5,1995,Q3,Hungary,8313796000000,2936048000000,4268896000000,4090792000000,15782452000000,0.6338927297212952,3615717.88158671,8013457.008054828,1.0006275044371342,0.5267746735424889,0.18603243653140844,0.27048369923760895,0.2591987607502307,6.765456975349295e-5,0.45120575027136545,-36.61072702787048,8
1995.5,1995,Q3,Iceland,363738441027.675,107904245942.072,197231763817.489,187300457411.1,671015728961.749,0.5040287164703476,142867.397859498,189108.810894215,0.9964470155442631,0.5420714080584685,0.16080732728729083,0.29393016483035694,0.2791297570638273,-2.298094099384622e-4,0.7554772153869455,-49.597128352965235,9
1995.5,1995,Q3,Ireland,43231439212,18204844280,50753024984,45041681440,88635406424,0.33142731545402765,1351006.71488911,2549134.1264233976,1.0091876544937577,0.48774458149598027,0.20539020482305403,0.5726044143264344,0.5081680477047372,0.01877657344322129,0.5299865161605526,-66.85726845459723,10
1995.5,1995,Q3,Italy,828641351853.695,267846412767.548,302455027387.396,265256629606.139,1408632000000,0.8986591233583544,20748258,44747422.59183848,0.9983962518310365,0.5882596390353868,0.19014647741038682,0.21471543127473747,0.18830796801871533,-0.002548123993831317,0.4636749291518813,-10.134087664164559,11
1995.5,1995,Q3,Japan,251447772135103,134305625478023,36201539053311.3,51157784241370.2,440594239949991,0.8453504103040295,64680000,97931555.10467602,1.0063305369935933,0.5707014512119887,0.3048283733651787,0.08216525721584626,0.11611087845174006,0.008871170009836697,0.6604612775817308,-15.464958969597053,12
1995.5,1995,Q3,Korea,382796400000000,277078000000000,127924800000000,211291600000000,634399600000000,0.4226429082220753,20470257.3590739,33713287.66709677,1.0068413582968427,0.603399497729822,0.4367562652939882,0.20164703760847263,0.3330575870476589,0.010200614964456354,0.6071866250841,-57.73570917779247,13
1995.5,1995,Q3,Luxembourg,9026636000,4021952000,25281572000,19475112000,22714548000,0.4839076983566804,170061.240307026,310425.0809885285,0.9769720605647053,0.3973944804008427,0.17706502458248344,1.1130123302475576,0.8573849675547143,-0.012686811597973262,0.5478334410527559,-51.60923016433196,14
1995.5,1995,Q3,Netherlands,234519295010.594,88078715498.2045,220668566203.404,190761153217.709,472242795204.072,0.6750935570347638,6806135.7872101,11743138.900009725,1.001734988846376,0.49660745995976563,0.18651150720074558,0.4672777826246045,0.4039471965586573,0.003056844525328396,0.5795840315917973,-32.49064429652362,15
1995.5,1995,Q3,New Zealand,71425452306.7715,25070426691.051,33971432896.5812,28967307832.7039,128295876384.467,0.5498568509717983,1695000,2656939.8770483425,0.997379280704818,0.5567244584910065,0.1954110092823398,0.2647897489298743,0.22578518226023842,-0.010856103562349704,0.6379519591850967,-45.014314902820175,16
1995.5,1995,Q3,Norway,724328604095.199,371531577786.857,794275731803.368,440496369593.892,2045817026461.14,0.6559891091890316,2076349.90004804,3189244.4246361023,1.0064373384988372,0.3540534635925602,0.18160547741140534,0.38824377817272765,0.2153156239763357,0.01182959979190076,0.6510475910873325,-34.401089081096835,17
1995.5,1995,Q3,Portugal,87624112000,29277148000,30365764000,36910176000,136984188000,0.7894323675332587,4602828.00695876,7637679.742994943,1.006898414015236,0.6396658861094245,0.21372647768660716,0.22167349709004372,0.2694484417427798,0.00860280358879867,0.6026474219713572,-21.056763246674127,18
1995.5,1995,Q3,Slovak Republic,20238582060,9163888144,15300242012,16734038396,35327765660,0.45028260398082126,2154827.21314988,3933358.4337423397,0.9994278201222934,0.5728803302982507,0.25939619935760183,0.43309396238788345,0.47367950062426906,0.00054549552016240805,0.5478339310917311,-54.97173960191788,19
1995.5,1995,Q3,Spain,422588000000,156672000000,132168000000,128004000000,712092000000,0.6477615090165485,12671222.9761637,30543488.749003798,1.0000901734391678,0.5934457907124361,0.22001651472000808,0.18560523078478625,0.17975767176151397,0.0011405253007749727,0.41485840338317553,-35.22384909834515,20
1995.5,1995,Q3,Sweden,1196952000000,541512000000,757008000000,716928000000,2676588000000,0.6008226498988074,4088165.28750687,6434023.689886515,0.9966329151135254,0.4471932176337935,0.2023142896852261,0.28282574680899714,0.2678514586480997,0.004391758792408185,0.6353979227544588,-39.91773501011926,21
1995.5,1995,Q3,Switzerland,260883088514.933,103863868694.661,195462887420.14,176951927989.332,455512646858.272,0.6796567114845523,3705857.93406225,5323473.915756012,1.0073688304264663,0.5727241390865357,0.22801533483433042,0.42910529217634713,0.3884676511394178,0.012248081696661863,0.6961352666900338,-32.03432885154477,22
1995.5,1995,Q3,United Kingdom,786472000000,222336000000,265868000000,237344000000,1266460000000,0.6459961764387833,25852000,42647631.39314682,1.0037814382823687,0.6210002684648548,0.1755570645736936,0.20993004121725123,0.18740741910522243,0.0065985853990575445,0.6061766891971927,-35.400382356121675,23
1995.5,1995,Q3,United States,6944700000000,1994977762441,999470000000,1116291000000,10665060000000,0.6069027760310888,124933666.666667,192353782.75470674,1.003071343257235,0.6511637065332966,0.18705734074079283,0.09371442823575302,0.10466804687456048,0.006031865508985636,0.6494994009345001,-39.309722396891125,24
1995.75,1995,Q4,Australia,478559511648.473,169210681314.602,130172330183.064,98894309667.5695,873660562097.779,0.5224813168749389,8267100.28995157,13255992.0524068,1.0035952139838649,0.547763665214996,0.19368011863589665,0.14899645907158993,0.11319534606221743,-0.004362896278902279,0.6236500638555051,-47.751868312506105,1
1995.75,1995,Q4,Austria,123507001241.498,56528465402.4155,69423607923.0168,76262492120.7439,221142856737.941,0.6976409904257315,3710162.721,6048364.2290738,1.014426648167313,0.5584941926831325,0.2556196760603619,0.31393104415434614,0.344856231151597,0.011083149941954397,0.6134158890705803,-30.235900957426853,2
1995.75,1995,Q4,Belgium,164632000000,63020000000,147280000000,149076000000,295732000000,0.698826042572498,3936200,7683367.51265632,1.0062629095858142,0.5566932222417594,0.2130983457995753,0.49801847618789985,0.5040915423423911,0.0029522232546441676,0.5123014086617814,-30.117395742750197,3
1995.75,1995,Q4,Canada,566412238442.94,189492000000,340702000000,260859000000,1090851000000,0.6091976842858303,13339600,21895205.7419172,1.00056953360501,0.5192388680424183,0.17371025007081628,0.3123267980686638,0.23913348385801544,0.001313859728093141,0.6092475292187846,-39.08023157141697,4
1995.75,1995,Q4,Finland,65300000000,25624000000,32608000000,32068000000,124508000000,0.6554087487498026,2077075.4894455,3841145.59464925,1.0038862911937187,0.5244642914511517,0.20580203681691137,0.26189481800366243,0.25755774729334663,4.091719783327648e-4,0.5407437542432353,-34.45912512501974,5
1995.75,1995,Q4,France,843332000000,330336000000,302884000000,289532000000,1582200000000,0.7212130162949835,23508683.4591347,44124121.1310729,0.9971712275640426,0.5330122614081658,0.20878270762229806,0.1914321830362786,0.1829933004677032,-0.0016835523752781886,0.5327853078206586,-27.878698370501652,6
1995.75,1995,Q4,Germany,1279120000000,454576000000,441104000000,444340000000,2153008327403.92,0.7536009391791221,35686666.6666667,64021699.3753525,1.0056181693666693,0.5941082455274813,0.2111352725458912,0.20487798137403382,0.20638099460385348,0.0010141593360887013,0.5574151735248314,-24.63990608208779,7
1995.75,1995,Q4,Hungary,8295328000000,2966680000000,4684000000000,4400000000000,15724812000000,0.6315776536519281,3607674.64259996,8018036.69186563,0.9991957868521212,0.5275311399589387,0.18866235093939437,0.2978731955587132,0.27981256628060164,-0.0014318443393030145,0.4499448906563346,-36.84223463480719,8
1995.75,1995,Q4,Iceland,368456021139.546,116487344746.515,200569093114.308,196540696263.992,677701274313.331,0.5090505165519583,143262.621735071,189430.772449921,1.0035986137506454,0.54368500562859,0.1718859756675886,0.29595501840767696,0.2900108111249067,0.007151465527980737,0.7562795626193455,-49.094948344804166,9
1995.75,1995,Q4,Ireland,43734264132,17997907200,52368419936,45930734076,89967278428,0.33640747835532364,1364721.46856615,2557470.4125514,1.0140579068820021,0.4861130057079601,0.20004947926043537,0.5820829622840039,0.5105271036153212,0.004814306170167936,0.5336216058916857,-66.35925216446763,10
1995.75,1995,Q4,Italy,828392749711.261,279037914159.503,298278282764.012,268194810737.021,1420792000000,0.9064167881991627,20812118,44773146.107843,1.0039249671113886,0.5830499817786565,0.19639603415524792,0.20993803650640772,0.18876430240106998,0.005522320073681426,0.46483483536919246,-9.358321180083728,11
1995.75,1995,Q4,Japan,253230623619494,136069257116257,36113861379325.9,53574830165665.6,441617923443819,0.8473145105646847,64493333.3333333,98055289.6846292,1.0115881071752921,0.5734156386696317,0.30811534109658306,0.08177625830424469,0.12131489081756255,0.005210895982991654,0.6577241629774415,-15.268548943531535,12
1995.75,1995,Q4,Korea,390922800000000,277127200000000,131036000000000,211784000000000,645665600000000,0.4301484221032787,20603871.4296677,33844460.0792064,1.018076157024629,0.6054570663203986,0.4292116538344307,0.20294716026376503,0.32800880207959043,0.011096663371715337,0.6087812120934514,-56.98515778967212,13
1995.75,1995,Q4,Luxembourg,9089012000,4903708000,25916284000,20380540000,24209908000,0.5157646481764455,170875.355223692,311382.390136935,1.0363276739869565,0.375425301079211,0.20254963381108262,1.070482547889071,0.841826412558032,0.058980605979570534,0.5487637086623526,-48.42353518235545,14
1995.75,1995,Q4,Netherlands,234620573169.456,92039959940.3382,226029586102.27,197070435714.85,475606939551.761,0.6799027615311041,6840996.09669053,11754933.1962581,1.0037301087904562,0.49330771622166775,0.19352106179754627,0.47524450823886866,0.41435567761181197,0.0019896836944487324,0.5819680964982596,-32.00972384688959,15
1995.75,1995,Q4,New Zealand,72050837011.5999,25949135401.147,34290448119.0753,29385073776.6006,129572000515.361,0.555326127271527,1709000,2667248.42010854,0.9990482150252403,0.5560679523741562,0.20026807719211437,0.26464396615540486,0.2267856763785703,0.0016719211819703954,0.6407352187804294,-44.467387272847304,16
1995.75,1995,Q4,Norway,726612228514.027,399566637758.943,810445168312.103,434832410795.656,2070838138773.66,0.6640121029194147,2090368.70487219,3191548.60762358,1.0119143461971412,0.350878330328764,0.19294923648429826,0.39136094373461977,0.20997894652121948,0.005427221810230732,0.6549700355115926,-33.59878970805853,17
1995.75,1995,Q4,Portugal,87970352000,29480204000,31795924000,38282904000,137982464000,0.7951853774071548,4624889.57028641,7652024.52210658,1.0093981226566822,0.6375473335510228,0.21365181592930532,0.23043452826005484,0.27744760377666544,0.0024795062399363115,0.6044007774576748,-20.481462259284523,18
1995.75,1995,Q4,Slovak Republic,20681217872,9221027672,15178965632,17360063336,35991862328,0.4587470842946897,2173957.76314288,3943622.0055473,1.0092550515120502,0.5746081623542711,0.25619757010535316,0.42173326552739865,0.4823330112177795,0.009784829587290966,0.5512591622840323,-54.12529157053103,19
1995.75,1995,Q4,Spain,426168000000,156544000000,137428000000,133444000000,717108000000,0.6523243628742341,12730335.4393642,30621347.3850909,1.002458278819509,0.5942870529962014,0.21829905676690262,0.19164198419206033,0.18608633567049873,0.0023650928211357215,0.4157340067133173,-34.76756371257659,20
1995.75,1995,Q4,Sweden,1199136000000,553032000000,772740000000,715996000000,2712352000000,0.6088507144537486,4065263.88467574,6438052.98849497,1.0156391991082445,0.44210191007656824,0.20389388987859983,0.2848966505822253,0.2639760621040337,0.018890933372179605,0.6314430608043319,-39.11492855462514,21
1995.75,1995,Q4,Switzerland,260719506406.19,104538432630.515,197827497277.107,178601354330.671,456000670220.328,0.6803848764557564,3715342.7176927,5330991.38393851,1.0058736609016026,0.5717524631711987,0.2292506118028394,0.43383159323323306,0.39166906102215887,-0.0014853350316154324,0.6969327935675304,-31.96151235442436,22
1995.75,1995,Q4,United Kingdom,794808000000,223496000000,269448000000,239304000000,1270028000000,0.647816142610264,25982000,42666401.5667166,1.001572859706806,0.6258192732758647,0.1759772225494241,0.2121591020040503,0.18842419222253368,-0.002202682559130951,0.6089569086198298,-35.2183857389736,23
